order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO-12968,101,182,2020-07-12,2020-07-15,2020-07-18,481.32,4,120.33
SO-12969,7,283,2023-02-24,2023-02-25,2023-03-05,1062.06,2,531.03
SO-12970,107,438,2020-03-29,2020-04-05,2020-04-05,126.73,1,126.73
SO-12973,29,458,2024-04-05,2024-04-16,2024-04-24,581.72,2,290.86
SO-10272,56,473,2020-12-09,2020-12-18,2020-12-22,316.6,4,79.15
SO-12977,89,79,2019-08-04,2019-08-07,2019-08-15,15.84,1,15.84
SO-12979,72,344,2024-05-07,2024-05-10,2024-05-20,134.78,2,67.39
SO-12982,44,109,2022-03-03,2022-03-14,2022-03-14,425.8,4,106.45
SO-12983,9,438,2019-04-15,2019-04-24,2019-04-24,6959.55,3,2319.85
SO-10138,63,343,2021-07-15,2021-07-19,2021-07-27,146.73,3,48.91
SO-12985,100,198,2019-12-16,2019-12-23,2020-01-02,239.12,1,239.12
SO-12988,61,337,2022-02-05,2022-02-12,2022-02-13,624.57,3,208.19
SO-11843,10,410,2019-12-15,2019-12-26,2020-01-05,3010.34,1,3010.34
SO-12994,44,169,2022-10-21,2022-10-26,2022-10-26,663.7,5,132.74
SO-12995,76,165,2023-01-21,2023-01-30,2023-02-06,215.31,3,71.77
SO-12371,33,87,2022-11-16,2022-11-19,2022-11-29,247.02,1,247.02
SO-12997,40,38,2020-04-06,2020-04-16,2020-04-19,662.64,4,165.66
SO-12999,52,19,2024-05-08,2024-05-17,2024-05-24,450.76,2,225.38
SO-13002,99,95,2019-06-25,,2019-07-13,574.76,4,143.69
SO-13005,69,319,2023-05-01,2023-05-12,2023-05-20,394.88,4,98.72
SO-13008,74,461,2021-06-18,2021-06-22,2021-06-23,231.4,5,46.28
SO-13011,87,372,2024-06-26,2024-07-07,2024-07-12,28.98,2,14.49
SO-13013,108,13,2021-11-30,2021-12-08,2021-12-14,319.83,3,106.61
SO-13015,1,365,2018-07-24,2018-07-25,2018-07-27,18771.68,4,4692.92
SO-13017,64,206,2021-05-04,2021-05-14,2021-05-21,472.65,5,94.53
SO-13018,50,456,2021-11-24,2021-12-01,2021-12-01,360.3,3,120.1
SO-13021,29,241,2020-03-26,2020-03-27,2020-04-05,1259.4,4,314.85
SO-12884,11,57,2024-05-05,2024-05-16,2024-05-21,8168.7,2,4084.35
SO-13026,60,369,2018-02-02,2018-02-05,2018-02-10,1547.49,3,515.83
SO-13028,39,121,2018-11-17,2018-12-01,2018-12-06,2439.65,5,487.93
SO-13030,79,202,2021-11-29,2021-12-04,2021-12-10,189.88,4,47.47
SO-13032,96,114,2021-06-13,2021-06-25,2021-06-29,233.98,1,233.98
SO-13035,76,126,2024-10-24,2024-10-28,2024-11-01,200.79,3,66.93
SO-13037,34,9,2023-11-24,2023-12-07,2023-12-17,1648.85,5,329.77
SO-13038,78,371,2023-05-08,2023-05-20,2023-05-23,350.95,5,70.19
SO-13040,13,128,2019-10-08,2019-10-10,2019-10-10,5773.95,5,1154.79
SO-13041,62,168,2021-05-19,2021-06-02,2021-06-10,257.64,3,85.88
SO-13043,103,300,2019-06-25,2019-07-09,2019-07-11,149.07,1,149.07
SO-13045,49,476,2018-09-20,2018-09-23,2018-10-02,811.98,2,405.99
SO-13047,14,70,2019-04-16,2019-04-20,2019-04-27,7873.17,3,2624.39
SO-13048,43,299,2021-10-13,2021-10-24,2021-11-03,581.4,4,145.35
SO-13051,79,112,2018-10-09,2018-10-14,2018-10-19,241.65,5,48.33
SO-13052,10,115,2024-01-30,2024-02-08,2024-02-13,3542.35,1,3542.35
SO-13053,86,380,2019-07-10,2019-07-11,2019-07-14,59.7,2,29.85
SO-13054,3,155,2020-08-08,2020-08-19,2020-08-26,13803.5,5,2760.7
SO-13057,107,15,2018-05-14,2018-05-23,2018-06-02,483.24,3,161.08
SO-13060,7,79,2019-01-03,2019-01-14,2019-01-24,2159.52,4,539.88
SO-11234,39,107,2021-07-28,2021-07-29,2021-07-31,1060.42,2,530.21
SO-13064,79,484,2021-02-22,2021-03-01,2021-03-07,139.02,3,46.34
SO-13065,26,103,2019-07-01,,,884.05,5,176.81
SO-12039,14,111,2020-04-17,2020-04-18,2020-04-21,2133.18,1,2133.18
SO-13071,55,402,2023-02-12,2023-02-18,2023-02-18,1366.12,4,341.53
SO-13073,32,461,2018-08-21,2018-08-24,2018-08-28,932.04,3,310.68
SO-13076,75,285,2020-11-24,2020-12-08,2020-12-15,117.12,2,58.56
SO-13077,6,66,2024-01-22,2024-01-27,2024-02-03,3151.09,1,3151.09
SO-13078,12,233,2019-10-30,2019-11-02,2019-11-12,4056.26,2,2028.13
SO-13081,53,470,2020-11-26,2020-12-07,2020-12-15,1386.88,4,346.72
SO-13084,89,254,2021-08-08,2021-08-22,2021-08-26,52.84,4,13.21
SO-13086,7,198,2022-01-13,2022-01-24,2022-02-01,1115.34,2,557.67
SO-13089,19,174,2023-09-03,2023-09-17,2023-09-18,3403.68,2,1701.84
SO-10774,44,198,2022-06-03,2022-06-16,2022-06-24,373.05,3,124.35
SO-13094,32,322,2020-02-08,2020-02-16,2020-02-25,376.26,1,376.26
SO-13095,68,235,2023-10-05,2023-10-06,2023-10-09,167.07,3,55.69
SO-13096,86,470,2018-10-30,2018-11-07,2018-11-07,118.64,4,29.66
SO-13097,46,54,2024-08-04,2024-08-14,2024-08-23,188.22,3,62.74
SO-13098,64,53,2019-12-09,2019-12-12,2019-12-14,440.44,4,110.11
SO-13099,21,11,2022-01-17,2022-01-31,2022-02-04,1033.4,2,516.7
SO-13101,76,451,2022-04-16,,2022-05-03,140.76,2,70.38
SO-13103,38,155,2022-12-19,2023-01-02,2023-01-02,446.97,3,148.99
SO-13105,2,139,2023-03-19,2023-03-20,2023-03-22,3458.71,1,3458.71
SO-13107,10,314,2021-07-06,2021-07-10,2021-07-20,12570.76,4,3142.69
SO-13110,85,108,2019-10-18,2019-10-28,2019-11-02,267.24,4,66.81
SO-10575,21,467,2022-01-09,2022-01-19,2022-01-21,569.14,1,569.14
SO-13112,4,335,2022-02-19,2022-03-01,2022-03-03,7989.76,2,3994.88
SO-13114,28,22,2019-09-14,2019-09-24,2019-09-29,1147.11,3,382.37
SO-13116,86,369,2019-09-24,2019-10-05,2019-10-11,70.46,2,35.23
SO-13117,56,194,2018-11-08,,2018-11-24,248.79,3,82.93
SO-13118,27,371,2019-03-15,2019-03-19,2019-03-29,2938.65,5,587.73
SO-13119,91,439,2019-10-06,2019-10-08,2019-10-18,195.9,1,195.9
SO-13120,48,384,2021-04-27,2021-05-06,2021-05-16,97.35,1,97.35
SO-12707,64,206,2021-05-05,2021-05-06,2021-05-07,419.1,5,83.82
SO-13125,97,69,2018-01-04,2018-01-05,2018-01-11,227.52,2,113.76
SO-13128,62,126,2021-07-08,2021-07-17,2021-07-22,399.16,4,99.79
SO-13131,16,306,2022-11-19,2022-12-01,2022-12-03,3981.28,2,1990.64
SO-13133,104,75,2020-01-04,2020-01-06,2020-01-09,179.26,2,89.63
SO-13135,69,112,2019-04-07,2019-04-12,2019-04-19,589.45,5,117.89
SO-13136,61,442,2024-11-24,2024-12-02,2024-12-04,796.68,4,199.17
SO-13139,13,334,2019-10-21,,2019-11-02,1266.31,1,1266.31
SO-13141,3,378,2019-11-20,2019-12-02,2019-12-02,2379.48,1,2379.48
SO-13142,70,203,2020-02-12,2020-02-26,2020-02-27,61.83,1,61.83
SO-13145,31,282,2018-01-08,2018-01-14,2018-01-22,1190.56,2,595.28
SO-13148,99,314,2018-09-13,2018-09-14,2018-09-21,549.68,4,137.42
SO-13149,110,117,2019-12-28,2020-01-11,2020-01-19,431.28,2,215.64
SO-13150,28,418,2023-06-05,2023-06-12,2023-06-13,1668.8,5,333.76
SO-13152,23,204,2023-02-07,2023-02-09,2023-02-12,1391.48,4,347.87
SO-13153,20,340,2023-09-03,2023-09-16,2023-09-18,7714.26,2,3857.13
SO-13156,94,498,2020-07-05,2020-07-11,2020-07-13,170.56,4,42.64
SO-13159,98,377,2018-03-23,2018-03-30,2018-04-06,778.28,4,194.57
SO-13161,106,298,2019-11-16,2019-11-17,2019-11-27,115.75,5,23.15
SO-13162,80,66,2023-03-29,2023-04-08,2023-04-15,179.32,4,44.83
SO-13165,54,297,2023-12-25,2024-01-05,2024-01-08,1773.1,5,354.62
SO-13166,92,421,2019-09-10,2019-09-22,2019-09-28,83.84,4,20.96
SO-13167,79,446,2021-12-20,2021-12-30,2021-12-31,97.52,2,48.76
SO-13168,44,167,2020-07-04,,2020-07-18,484.56,4,121.14
SO-13169,75,442,2024-10-25,2024-10-26,2024-11-02,200.37,3,66.79
SO-13171,9,392,2022-11-29,2022-12-09,2022-12-18,9554.8,4,2388.7
SO-13173,88,349,2023-08-02,2023-08-07,2023-08-15,262.8,3,87.6
SO-13176,25,411,2024-10-27,2024-11-09,2024-11-17,478.08,3,159.36
SO-13179,44,106,2022-06-21,2022-07-03,2022-07-12,639.95,5,127.99
SO-13182,4,136,2021-04-02,2021-04-08,2021-04-08,17272.3,5,3454.46
SO-13184,22,61,2018-05-09,2018-05-12,2018-05-18,4548.88,2,2274.44
SO-13185,3,431,2024-02-08,2024-02-11,2024-02-15,15744.85,5,3148.97
SO-13188,70,294,2024-03-25,2024-03-29,2024-04-08,62.0,1,62.0
SO-11434,77,378,2023-04-25,2023-04-30,2023-05-01,415.5,5,83.1
SO-13193,2,25,2018-01-03,2018-01-07,2018-01-07,9950.91,3,3316.97
SO-13196,46,331,2020-04-12,2020-04-13,2020-04-18,219.96,4,54.99
SO-13198,70,341,2021-04-20,2021-04-27,2021-05-04,280.15,5,56.03
SO-13201,16,272,2023-04-18,2023-04-21,2023-04-27,1805.68,1,1805.68
SO-13204,16,25,2020-08-03,2020-08-08,2020-08-12,7340.4,3,2446.8
SO-11310,62,141,2021-11-05,2021-11-12,2021-11-20,421.72,4,105.43
SO-13207,15,166,2021-11-10,2021-11-20,2021-11-29,17815.6,4,4453.9
SO-13208,110,93,2019-05-27,2019-06-06,2019-06-06,525.33,3,175.11
SO-13209,34,256,2021-06-12,2021-06-20,2021-06-26,1123.5,3,374.5
SO-13212,56,168,2019-12-01,,2019-12-06,362.7,5,72.54
SO-12148,43,374,2021-11-25,2021-11-29,2021-11-30,269.04,2,134.52
SO-13216,17,338,2020-01-28,2020-01-30,2020-01-31,11909.44,4,2977.36
SO-13218,21,218,2021-01-13,2021-01-22,2021-02-01,3145.3,5,629.06
SO-13220,71,167,2019-12-02,2019-12-05,2019-12-14,229.71,3,76.57
SO-13221,52,60,2023-08-20,2023-08-26,2023-09-02,815.16,3,271.72
SO-13224,110,327,2018-07-13,2018-07-19,2018-07-23,830.65,5,166.13
SO-13226,82,110,2021-12-31,2022-01-13,2022-01-15,268.89,3,89.63
SO-13227,107,405,2023-03-05,2023-03-07,2023-03-12,704.2,5,140.84
SO-13229,109,462,2024-10-06,2024-10-10,2024-10-10,609.81,3,203.27
SO-13232,28,216,2018-12-07,2018-12-21,2018-12-22,645.22,2,322.61
SO-13234,5,263,2023-04-28,2023-05-07,2023-05-15,7390.16,2,3695.08
SO-11029,61,101,2018-02-09,2018-02-14,2018-02-22,694.24,4,173.56
SO-13239,42,426,2020-05-21,2020-05-27,2020-05-30,2612.88,4,653.22
SO-13240,46,218,2023-05-14,2023-05-18,2023-05-22,198.36,3,66.12
SO-13242,21,304,2022-06-17,2022-06-27,2022-06-28,1596.09,3,532.03
SO-13244,49,323,2022-10-28,2022-11-02,2022-11-07,411.58,1,411.58
SO-13245,7,273,2024-09-05,,2024-09-19,2007.84,4,501.96
SO-13248,91,175,2019-11-02,2019-11-04,2019-11-05,1129.25,5,225.85
SO-13251,38,200,2021-02-08,2021-02-20,2021-02-28,695.1,5,139.02
SO-13254,59,299,2022-02-27,2022-03-07,2022-03-09,2106.2,5,421.24
SO-13099,91,293,2021-11-28,2021-12-11,2021-12-19,502.04,2,251.02
SO-13076,57,382,2024-07-19,2024-07-27,2024-08-04,2412.75,5,482.55
SO-13260,68,277,2020-02-08,2020-02-19,2020-02-28,217.48,4,54.37
SO-13263,39,469,2020-12-11,2020-12-17,2020-12-18,1723.47,3,574.49
SO-13266,51,268,2019-03-06,2019-03-08,2019-03-10,954.12,2,477.06
SO-13269,15,397,2018-12-02,2018-12-12,2018-12-15,23009.05,5,4601.81
SO-13271,74,6,2018-04-03,2018-04-15,2018-04-24,278.5,5,55.7
SO-11844,48,162,2019-08-29,2019-09-07,2019-09-13,374.36,4,93.59
SO-13274,96,259,2024-01-15,,2024-01-28,983.32,4,245.83
SO-13275,87,203,2018-03-23,2018-04-04,2018-04-05,16.27,1,16.27
SO-13278,17,437,2024-06-07,2024-06-15,2024-06-19,6827.96,2,3413.98
SO-13279,74,31,2023-12-16,2023-12-22,2023-12-30,59.64,1,59.64
SO-13280,39,109,2023-03-04,2023-03-08,2023-03-14,593.52,1,593.52
SO-13281,49,388,2022-07-05,2022-07-08,2022-07-15,360.54,1,360.54
SO-13282,27,181,2020-09-18,2020-10-01,2020-10-10,577.81,1,577.81
SO-13284,12,188,2021-04-10,2021-04-18,2021-04-28,3761.86,2,1880.93
SO-13287,63,291,2020-02-01,2020-02-07,2020-02-12,39.05,1,39.05
SO-13288,85,69,2023-09-13,,2023-09-24,262.32,4,65.58
SO-13291,49,210,2018-01-20,2018-01-26,2018-01-29,1066.02,3,355.34
SO-13294,88,212,2018-11-10,2018-11-11,2018-11-12,480.35,5,96.07
SO-13295,43,275,2021-05-12,2021-05-19,2021-05-23,145.83,1,145.83
SO-13298,1,70,2023-07-02,2023-07-06,2023-07-06,10780.71,3,3593.57
SO-13301,112,53,2020-12-14,2020-12-25,2020-12-29,253.74,3,84.58
SO-13302,3,295,2022-08-14,2022-08-24,2022-08-24,11338.72,4,2834.68
SO-13305,81,495,2018-01-15,2018-01-25,2018-01-27,109.0,2,54.5
SO-13307,98,139,2021-08-03,2021-08-16,2021-08-21,225.67,1,225.67
SO-13310,59,70,2023-07-04,,2023-07-13,1255.5,3,418.5
SO-13313,16,404,2019-03-09,2019-03-22,2019-03-28,6975.96,3,2325.32
SO-13314,76,258,2023-11-12,2023-11-14,2023-11-22,235.88,4,58.97
SO-13216,29,375,2020-08-16,2020-08-20,2020-08-26,887.28,3,295.76
SO-13320,2,319,2019-04-07,2019-04-13,2019-04-16,17120.0,5,3424.0
SO-13321,51,69,2021-11-29,2021-12-04,2021-12-06,519.73,1,519.73
SO-13322,11,313,2018-05-23,2018-06-04,2018-06-14,11786.04,3,3928.68
SO-13323,8,363,2023-07-20,2023-08-01,2023-08-10,4724.97,3,1574.99
SO-13324,108,283,2018-11-05,2018-11-06,2018-11-15,392.96,4,98.24
SO-13325,97,142,2024-02-07,2024-02-15,2024-02-15,597.95,5,119.59
SO-13327,111,478,2024-06-10,2024-06-17,2024-06-20,443.34,2,221.67
SO-13328,24,149,2018-02-27,2018-03-04,2018-03-14,264.52,2,132.26
SO-12453,25,157,2022-04-17,2022-04-26,2022-05-02,193.71,1,193.71
SO-13331,89,335,2019-11-27,2019-11-28,2019-11-30,12.84,1,12.84
SO-13333,93,70,2018-10-15,2018-10-25,2018-10-30,107.82,2,53.91
SO-13335,78,161,2018-05-03,2018-05-04,2018-05-05,243.68,4,60.92
SO-13336,103,237,2020-06-04,2020-06-14,2020-06-21,146.15,1,146.15
SO-13337,14,105,2024-01-24,2024-02-07,2024-02-13,9980.95,5,1996.19
SO-13339,19,96,2019-05-07,2019-05-08,2019-05-12,6451.2,3,2150.4
SO-13340,64,57,2024-05-21,,2024-06-01,95.28,1,95.28
SO-13341,19,423,2020-07-12,2020-07-25,2020-07-29,6426.15,3,2142.05
SO-10256,83,204,2018-03-05,2018-03-08,2018-03-13,117.78,2,58.89
SO-13345,3,299,2021-01-17,2021-01-22,2021-01-29,12780.76,4,3195.19
SO-13347,83,321,2021-12-17,2021-12-23,2021-12-24,147.9,2,73.95
SO-13349,93,286,2018-04-09,2018-04-20,2018-04-22,191.13,3,63.71
SO-13350,49,19,2019-06-23,2019-06-25,2019-06-26,2095.5,5,419.1
SO-13351,22,413,2022-10-27,2022-11-05,2022-11-11,6379.65,3,2126.55
SO-11597,55,406,2023-10-06,2023-10-17,2023-10-23,554.5,2,277.25
SO-13356,40,234,2020-11-26,2020-11-27,2020-12-05,286.56,2,143.28
SO-13357,74,17,2023-07-03,2023-07-08,2023-07-17,234.8,5,46.96
SO-13360,93,392,2023-12-08,2023-12-22,2023-12-25,230.12,4,57.53
SO-13362,30,143,2024-01-23,2024-01-28,2024-02-05,1300.12,4,325.03
SO-13363,74,495,2023-12-02,2023-12-09,2023-12-14,156.66,3,52.22
SO-13364,26,381,2023-07-07,2023-07-18,2023-07-20,153.9,1,153.9
SO-13365,8,11,2018-03-16,2018-03-25,2018-04-02,6653.4,4,1663.35
SO-13086,76,57,2024-11-12,2024-11-13,2024-11-13,328.55,5,65.71
SO-13367,52,409,2018-01-11,2018-01-12,2018-01-21,251.97,1,251.97
SO-13368,88,254,2020-04-05,2020-04-13,2020-04-22,473.05,5,94.61
SO-13369,50,5,2024-01-29,2024-02-11,2024-02-16,327.12,3,109.04
SO-13372,55,246,2020-11-22,2020-11-29,2020-12-02,260.91,1,260.91
SO-13375,36,351,2020-06-16,2020-06-20,2020-06-26,300.16,1,300.16
SO-13376,67,452,2018-12-15,2018-12-21,2018-12-22,1909.7,5,381.94
SO-13379,104,159,2019-09-07,2019-09-08,2019-09-11,351.24,3,117.08
SO-13380,36,212,2022-08-11,2022-08-12,2022-08-19,765.84,3,255.28
SO-13383,35,442,2022-07-15,2022-07-22,2022-07-29,1011.64,2,505.82
SO-13386,93,9,2019-07-25,2019-08-06,2019-08-14,59.0,1,59.0
SO-11230,77,473,2021-03-29,2021-03-30,2021-04-01,308.72,4,77.18
SO-13391,42,464,2019-07-11,2019-07-19,2019-07-22,1857.81,3,619.27
SO-13392,45,233,2018-03-13,2018-03-14,2018-03-18,484.99,1,484.99
SO-13395,90,170,2019-03-16,2019-03-25,2019-03-26,995.04,4,248.76
SO-13397,73,10,2021-03-20,2021-03-31,2021-04-06,40.08,1,40.08
SO-13131,55,210,2018-04-07,2018-04-08,2018-04-09,624.12,2,312.06
SO-13400,17,291,2022-10-16,2022-10-18,2022-10-23,2858.22,1,2858.22
SO-13402,2,255,2022-10-25,2022-11-01,2022-11-06,7110.9,2,3555.45
SO-13404,40,196,2018-07-08,2018-07-13,2018-07-23,330.16,2,165.08
SO-13407,39,197,2018-04-14,,2018-04-25,495.29,1,495.29
SO-13410,27,494,2021-06-20,2021-06-28,2021-06-30,1483.83,3,494.61
SO-13412,69,87,2019-10-31,2019-11-06,2019-11-07,229.6,2,114.8
SO-13413,66,201,2022-09-10,2022-09-22,2022-09-28,1761.0,3,587.0
SO-13415,10,490,2024-12-20,2024-12-28,2025-01-03,15431.15,5,3086.23
SO-13417,60,425,2018-11-26,2018-12-07,,2530.75,5,506.15
SO-13418,104,262,2021-05-27,2021-06-05,2021-06-14,494.56,4,123.64
SO-13420,104,108,2021-06-13,2021-06-14,2021-06-18,478.6,4,119.65
SO-13421,12,173,2022-11-08,2022-11-22,2022-11-26,11727.05,5,2345.41
SO-13422,3,497,2022-06-26,2022-07-07,2022-07-11,8915.22,3,2971.74
SO-13425,64,397,2020-03-12,2020-03-21,,97.08,1,97.08
SO-13426,40,116,2021-10-13,2021-10-24,2021-11-02,438.75,3,146.25
SO-13429,67,142,2024-07-31,2024-08-13,2024-08-19,1583.05,5,316.61
SO-13431,109,51,2019-02-17,2019-02-18,2019-02-20,198.13,1,198.13
SO-13433,11,411,2020-02-03,2020-02-07,2020-02-07,4265.93,1,4265.93
SO-12704,1,422,2020-09-08,2020-09-16,2020-09-18,4353.79,1,4353.79
SO-13436,21,32,2020-04-05,2020-04-07,2020-04-16,2377.88,4,594.47
SO-13437,12,414,2021-02-04,2021-02-05,2021-02-05,4063.58,2,2031.79
SO-13440,64,383,2019-02-10,2019-02-20,2019-02-27,467.1,5,93.42
SO-13442,20,390,2021-12-24,2022-01-04,2022-01-13,3658.1,1,3658.1
SO-13445,60,421,2023-11-16,2023-11-22,2023-11-27,616.18,1,616.18
SO-13447,68,85,2019-05-04,2019-05-05,2019-05-12,98.02,2,49.01
SO-12857,61,71,2023-04-01,2023-04-11,2023-04-11,383.12,2,191.56
SO-13451,15,399,2024-11-26,2024-12-04,2024-12-06,8963.72,2,4481.86
SO-13453,33,247,2023-07-02,2023-07-15,2023-07-16,1294.7,5,258.94
SO-13455,72,443,2019-03-11,2019-03-12,2019-03-14,229.41,3,76.47
SO-13457,60,444,2023-08-13,2023-08-14,2023-08-14,1241.12,2,620.56
SO-13458,28,449,2022-06-07,2022-06-10,2022-06-12,340.05,1,340.05
SO-13460,71,181,2023-02-11,2023-02-16,2023-02-22,289.36,4,72.34
SO-12698,80,354,2019-04-30,2019-05-04,2019-05-13,163.68,3,54.56
SO-13465,15,430,2022-07-24,2022-07-29,,13660.08,4,3415.02
SO-11096,105,333,2023-11-11,2023-11-24,2023-11-28,58.28,2,29.14
SO-11549,74,71,2021-03-27,,2021-04-09,229.15,5,45.83
SO-13470,104,415,2018-11-02,2018-11-16,2018-11-16,356.79,3,118.93
SO-13472,61,369,2022-02-02,2022-02-15,2022-02-23,824.6,4,206.15
SO-13475,111,169,2020-08-11,2020-08-16,2020-08-24,214.86,1,214.86
SO-13477,64,216,2020-11-29,2020-12-12,2020-12-14,385.08,4,96.27
SO-13478,41,242,2020-10-07,2020-10-16,2020-10-21,1830.18,3,610.06
SO-13479,58,465,2023-07-12,2023-07-18,2023-07-19,377.12,2,188.56
SO-13481,47,133,2019-09-26,2019-10-03,2019-10-13,184.28,1,184.28
SO-13483,3,79,2021-04-25,2021-05-08,2021-05-12,12316.48,4,3079.12
SO-13485,60,73,2018-05-31,2018-06-06,2018-06-07,2056.84,4,514.21
SO-13486,47,197,2020-12-15,2020-12-28,2021-01-07,685.84,4,171.46
SO-13487,28,51,2023-06-17,2023-06-23,2023-06-27,712.26,2,356.13
SO-13488,108,155,2023-08-24,2023-09-07,2023-09-12,387.8,4,96.95
SO-13490,99,385,2022-06-04,2022-06-15,2022-06-23,629.24,4,157.31
SO-13492,6,230,2022-09-03,2022-09-10,2022-09-14,4617.34,2,2308.67
SO-11906,9,441,2020-04-25,2020-05-01,2020-05-04,13839.0,5,2767.8
SO-13288,28,458,2023-12-07,2023-12-14,2023-12-22,1460.2,4,365.05
SO-13498,67,202,2024-08-19,2024-08-30,2024-09-02,641.66,2,320.83
SO-13499,45,404,2018-04-15,2018-04-26,2018-05-04,2972.05,5,594.41
SO-13501,77,438,2023-01-15,2023-01-22,2023-01-26,82.15,1,82.15
SO-13502,95,243,2023-08-11,2023-08-21,2023-08-28,312.76,4,78.19
SO-13505,91,442,2018-04-24,2018-04-28,2018-05-06,581.34,3,193.78
SO-11386,59,374,2020-04-24,2020-04-27,2020-04-27,663.76,2,331.88
SO-13508,107,190,2023-07-01,2023-07-08,2023-07-17,173.8,1,173.8
SO-13509,79,453,2024-02-03,2024-02-09,2024-02-10,143.46,3,47.82
SO-13511,23,482,2019-03-01,2019-03-15,2019-03-21,1434.7,5,286.94
SO-13512,96,212,2024-05-18,2024-05-31,2024-06-08,185.33,1,185.33
SO-13514,64,425,2018-11-14,2018-11-15,2018-11-21,405.85,5,81.17
SO-12094,28,413,2018-11-26,2018-12-03,2018-12-06,1589.36,4,397.34
SO-13517,75,102,2020-05-04,2020-05-07,2020-05-13,229.92,4,57.48
SO-13518,111,414,2022-12-10,2022-12-13,2022-12-22,812.22,3,270.74
SO-13521,29,491,2024-04-24,2024-04-25,2024-05-01,753.27,3,251.09
SO-13524,42,56,2024-10-08,2024-10-12,2024-10-21,1040.72,2,520.36
SO-13527,111,45,2019-10-18,2019-10-28,2019-10-29,901.2,4,225.3
SO-13529,8,65,2022-10-30,2022-11-11,2022-11-17,7000.92,4,1750.23
SO-12988,83,156,2021-12-28,2022-01-01,2022-01-10,239.8,4,59.95
SO-13533,65,440,2024-02-15,2024-02-22,2024-02-26,625.25,1,625.25
SO-13040,22,23,2024-02-13,2024-02-14,2024-02-24,2018.25,1,2018.25
SO-10406,48,398,2021-05-10,2021-05-24,2021-05-27,385.6,5,77.12
SO-10415,21,179,2020-02-28,2020-03-03,2020-03-06,980.66,2,490.33
SO-13539,104,170,2021-11-10,2021-11-24,2021-11-24,110.57,1,110.57
SO-13542,88,460,2018-05-17,2018-05-21,2018-05-27,413.5,5,82.7
SO-13543,80,100,2020-10-02,2020-10-06,2020-10-08,171.39,3,57.13
SO-13544,104,276,2018-04-20,2018-04-26,2018-05-05,619.35,5,123.87
SO-13546,97,139,2019-01-06,2019-01-09,2019-01-18,109.18,1,109.18
SO-13549,77,315,2019-07-03,2019-07-04,2019-07-05,160.2,2,80.1
SO-13551,76,191,2021-02-12,2021-02-15,2021-02-16,62.78,1,62.78
SO-13554,27,462,2023-01-10,2023-01-16,2023-01-25,556.83,1,556.83
SO-13555,62,191,2020-08-08,2020-08-20,2020-08-26,218.72,2,109.36
SO-13558,110,261,2022-06-21,2022-06-26,2022-07-02,216.6,1,216.6
SO-13559,58,415,2020-07-25,2020-07-26,2020-07-26,1064.1,5,212.82
SO-13561,112,71,2021-01-12,2021-01-13,2021-01-16,183.32,2,91.66
SO-13563,2,163,2019-01-21,2019-01-26,2019-01-29,5378.68,2,2689.34
SO-12851,67,436,2022-12-14,2022-12-22,2022-12-31,1568.24,4,392.06
SO-13567,33,441,2019-06-22,2019-06-25,2019-06-26,1458.0,5,291.6
SO-13569,90,478,2024-01-20,2024-02-02,,973.95,5,194.79
SO-13571,64,22,2022-11-03,2022-11-11,2022-11-21,425.84,4,106.46
SO-13572,76,302,2024-04-05,2024-04-12,2024-04-17,62.22,1,62.22
SO-13575,70,341,2021-04-02,2021-04-09,2021-04-13,73.89,1,73.89
SO-13578,68,272,2020-02-26,2020-03-11,2020-03-19,111.08,2,55.54
SO-13579,52,404,2019-12-06,2019-12-07,2019-12-15,759.36,3,253.12
SO-13581,28,442,2021-07-30,2021-08-11,2021-08-16,385.64,1,385.64
SO-13583,2,387,2019-03-12,2019-03-21,2019-03-23,9978.66,3,3326.22
SO-12867,58,89,2024-03-12,2024-03-19,2024-03-22,1120.65,5,224.13
SO-13586,32,473,2021-01-25,2021-01-27,2021-01-31,1757.15,5,351.43
SO-13589,54,202,2019-11-29,2019-12-13,2019-12-20,293.66,1,293.66
SO-13591,106,430,2018-08-04,2018-08-14,2018-08-19,82.72,4,20.68
SO-13592,92,119,2024-11-22,2024-11-24,2024-11-24,22.44,1,22.44
SO-10154,18,83,2021-05-05,2021-05-19,2021-05-26,3140.67,1,3140.67
SO-11514,3,478,2023-12-07,2023-12-10,2023-12-17,11947.4,4,2986.85
SO-13598,54,426,2018-08-13,2018-08-21,2018-08-27,643.34,2,321.67
SO-13599,2,294,2021-08-26,2021-08-30,2021-09-06,5580.22,2,2790.11
SO-13600,110,115,2019-04-01,2019-04-05,2019-04-08,670.0,4,167.5
SO-13603,12,495,2022-11-18,2022-11-23,2022-11-25,4658.3,2,2329.15
SO-13604,96,101,2023-02-27,2023-03-02,2023-03-09,898.68,4,224.67
SO-13605,55,440,2020-05-03,2020-05-16,2020-05-20,1425.5,5,285.1
SO-13607,104,36,2023-04-23,2023-04-29,2023-05-04,106.86,1,106.86
SO-13609,80,316,2024-05-01,2024-05-05,2024-05-07,163.71,3,54.57
SO-13611,40,137,2020-12-30,2021-01-01,2021-01-08,265.56,2,132.78
SO-13614,106,200,2024-06-03,,2024-06-15,124.7,5,24.94
SO-13617,48,382,2020-07-12,2020-07-19,2020-07-21,371.28,4,92.82
SO-13620,56,376,2020-12-26,,2021-01-07,92.21,1,92.21
